,loss,fbeta_score_K,val_loss,val_fbeta_score_K,lr
0,0.28228244185447693,0.5412831902503967,0.22663024067878723,0.6036756634712219,9.999999747378752e-05
1,0.20937775075435638,0.6233344078063965,0.1887388974428177,0.6473567485809326,9.999999747378752e-05
2,0.1790725141763687,0.6854330897331238,0.1676630973815918,0.6933127045631409,9.999999747378752e-05
3,0.16444823145866394,0.7142822742462158,0.16493023931980133,0.712594747543335,9.999999747378752e-05
4,0.1565069705247879,0.7290378212928772,0.15127265453338623,0.7339576482772827,9.999999747378752e-05
5,0.15008482336997986,0.7405462265014648,0.15019646286964417,0.7324233651161194,9.999999747378752e-05
6,0.14684852957725525,0.745812714099884,0.1475486308336258,0.761052668094635,9.999999747378752e-05
7,0.14266878366470337,0.7535222768783569,0.14099514484405518,0.7543604373931885,9.999999747378752e-05
8,0.13937240839004517,0.759009063243866,0.13981716334819794,0.7596449851989746,9.999999747378752e-05
9,0.13713376224040985,0.7627736330032349,0.14184175431728363,0.7738156318664551,9.999999747378752e-05
10,0.1353270709514618,0.7655699253082275,0.13678085803985596,0.767657458782196,9.999999747378752e-05
11,0.13206368684768677,0.7717545032501221,0.13455729186534882,0.7712128758430481,9.999999747378752e-05
12,0.12981435656547546,0.7748185992240906,0.1333169788122177,0.78220134973526,9.999999747378752e-05
13,0.1275746375322342,0.7791592478752136,0.13194504380226135,0.768441379070282,9.999999747378752e-05
14,0.12617410719394684,0.7814200520515442,0.13073033094406128,0.7772321701049805,9.999999747378752e-05
15,0.12459134310483932,0.7841115593910217,0.13107191026210785,0.783275306224823,9.999999747378752e-05
16,0.12252412736415863,0.7876625061035156,0.1286052018404007,0.7939550280570984,9.999999747378752e-05
17,0.12187893688678741,0.7889790534973145,0.12820301949977875,0.7892940640449524,9.999999747378752e-05
18,0.1194327250123024,0.7925962805747986,0.12752413749694824,0.7843887209892273,9.999999747378752e-05
19,0.11727535724639893,0.7966709136962891,0.12857979536056519,0.7850391268730164,9.999999747378752e-05
20,0.11679545044898987,0.7973827719688416,0.1261407732963562,0.7807018756866455,9.999999747378752e-05
21,0.11474033445119858,0.8008216619491577,0.13231398165225983,0.7760343551635742,9.999999747378752e-05
22,0.11316081136465073,0.8035218715667725,0.1294543743133545,0.8093270659446716,9.999999747378752e-05
23,0.1113925352692604,0.8062832951545715,0.12850646674633026,0.7868044972419739,9.999999747378752e-05
24,0.10971996188163757,0.8093957901000977,0.12628468871116638,0.7953935265541077,9.999999747378752e-05
25,0.1073523759841919,0.8133231401443481,0.12899498641490936,0.7997550368309021,9.999999747378752e-05
26,0.10579408705234528,0.816128671169281,0.12782563269138336,0.7943387627601624,9.999999747378752e-05
27,0.10493287444114685,0.8166872262954712,0.1290319710969925,0.80521559715271,9.999999747378752e-05
28,0.1025371104478836,0.8214589357376099,0.1292392760515213,0.809039831161499,9.999999747378752e-05
29,0.10058269649744034,0.8248140215873718,0.13078483939170837,0.80045086145401,9.999999747378752e-05
30,0.09820515662431717,0.8288421034812927,0.13210096955299377,0.8053644895553589,9.999999747378752e-05
31,0.09675302356481552,0.8307989239692688,0.13762913644313812,0.7997055053710938,9.999999747378752e-05
32,0.09335282444953918,0.8363407850265503,0.1360756754875183,0.8105435371398926,9.999999747378752e-05
33,0.09112796932458878,0.8408886194229126,0.1370362639427185,0.8071646690368652,9.999999747378752e-05
34,0.08906333148479462,0.8443132042884827,0.14173290133476257,0.7996819615364075,9.999999747378752e-05
35,0.08618605881929398,0.8491617441177368,0.14983898401260376,0.8105961084365845,9.999999747378752e-05
36,0.083574078977108,0.8531796932220459,0.14835812151432037,0.8074588179588318,9.999999747378752e-05
37,0.07947062700986862,0.8605415225028992,0.15274649858474731,0.807502806186676,9.999999747378752e-05
38,0.077151358127594,0.8649900555610657,0.15952324867248535,0.8122233748435974,9.999999747378752e-05
39,0.07368037849664688,0.8706921935081482,0.16143682599067688,0.8157607913017273,9.999999747378752e-05
40,0.07038065791130066,0.8769651651382446,0.16867849230766296,0.8125351071357727,9.999999747378752e-05
41,0.06620156019926071,0.8835638165473938,0.18141058087348938,0.7926247715950012,9.999999747378752e-05
42,0.06449531018733978,0.886878490447998,0.18523477017879486,0.809845507144928,9.999999747378752e-05
43,0.060381095856428146,0.8937429189682007,0.19961777329444885,0.8062885403633118,9.999999747378752e-05
44,0.056150518357753754,0.90119469165802,0.2041381299495697,0.8097253441810608,9.999999747378752e-05
45,0.05362740159034729,0.9054636359214783,0.21275752782821655,0.8142224550247192,9.999999747378752e-05
46,0.052140288054943085,0.9082812070846558,0.22127050161361694,0.8082999587059021,9.999999747378752e-05
47,0.04749356582760811,0.9159625768661499,0.2378285676240921,0.8139026165008545,9.999999747378752e-05
48,0.04479273036122322,0.9210694432258606,0.2530827522277832,0.8149478435516357,9.999999747378752e-05
49,0.042198631912469864,0.9253165125846863,0.26118239760398865,0.8190270066261292,9.999999747378752e-05
