,loss,fbeta_score_K,val_loss,val_fbeta_score_K,lr
0,0.2870824337005615,0.5417502522468567,0.2290356457233429,0.5792645215988159,9.999999747378752e-05
1,0.21768207848072052,0.6099396347999573,0.20504066348075867,0.62926185131073,9.999999747378752e-05
2,0.20264950394630432,0.6405423283576965,0.19591262936592102,0.6364700198173523,9.999999747378752e-05
3,0.19211824238300323,0.6604499816894531,0.18207429349422455,0.6651833653450012,9.999999747378752e-05
4,0.1807970553636551,0.6829013228416443,0.17049187421798706,0.7017987370491028,9.999999747378752e-05
5,0.16945980489253998,0.7045028805732727,0.16530568897724152,0.7202730178833008,9.999999747378752e-05
6,0.15984266996383667,0.7224953174591064,0.15360261499881744,0.7443475723266602,9.999999747378752e-05
7,0.1518583595752716,0.7368868589401245,0.14832717180252075,0.753412127494812,9.999999747378752e-05
8,0.14781196415424347,0.7449983358383179,0.14734970033168793,0.7477307319641113,9.999999747378752e-05
9,0.1444946527481079,0.7506290078163147,0.1442091017961502,0.7656133770942688,9.999999747378752e-05
10,0.14189107716083527,0.7544265389442444,0.1400468349456787,0.76102215051651,9.999999747378752e-05
11,0.13873350620269775,0.7599221467971802,0.13983193039894104,0.7634631991386414,9.999999747378752e-05
12,0.13506397604942322,0.7664659023284912,0.13766543567180634,0.7600324749946594,9.999999747378752e-05
13,0.13366805016994476,0.7682684063911438,0.1355137676000595,0.7600371241569519,9.999999747378752e-05
14,0.13087740540504456,0.7732690572738647,0.13719487190246582,0.7666682600975037,9.999999747378752e-05
15,0.12873519957065582,0.7766608595848083,0.1347711980342865,0.7760825753211975,9.999999747378752e-05
16,0.12873588502407074,0.7773105502128601,0.1322033852338791,0.777907133102417,9.999999747378752e-05
17,0.12552668154239655,0.7823138236999512,0.13340294361114502,0.790272057056427,9.999999747378752e-05
18,0.1244904026389122,0.7841658592224121,0.1331113874912262,0.7779088020324707,9.999999747378752e-05
19,0.12310873717069626,0.7866167426109314,0.13256831467151642,0.773813784122467,9.999999747378752e-05
20,0.12152815610170364,0.7891845703125,0.13198983669281006,0.785852313041687,9.999999747378752e-05
21,0.1196705549955368,0.7920129299163818,0.13202035427093506,0.7717045545578003,9.999999747378752e-05
22,0.11767087876796722,0.7959735989570618,0.13181979954242706,0.782476544380188,9.999999747378752e-05
23,0.11613687127828598,0.7977600693702698,0.1298304945230484,0.791254997253418,9.999999747378752e-05
24,0.11476688086986542,0.8004577159881592,0.1327407956123352,0.7835359573364258,9.999999747378752e-05
25,0.1119871437549591,0.8052306771278381,0.13058777153491974,0.7907235622406006,9.999999747378752e-05
26,0.11090803891420364,0.8069012761116028,0.12936672568321228,0.7939688563346863,9.999999747378752e-05
27,0.11014946550130844,0.8084166049957275,0.13094228506088257,0.7934185862541199,9.999999747378752e-05
28,0.10799390077590942,0.8120298981666565,0.13643163442611694,0.8035905361175537,9.999999747378752e-05
29,0.10479685664176941,0.8169374465942383,0.13404197990894318,0.7979525923728943,9.999999747378752e-05
